QueryId,EntityId
INEX_LD-2009039,"<dbpedia:Impluvium>"
INEX_LD-2009039,"<dbpedia:List_of_castra>"
INEX_LD-2009039,"<dbpedia:Horreum>"
INEX_LD-2009039,"<dbpedia:Hypaethros>"
INEX_LD-2009061,"<dbpedia:Second_Army_(United_Kingdom)>"
INEX_LD-2009061,"<dbpedia:Second_Army_(France)>"
INEX_LD-2009061,"<dbpedia:Forgotten_Voices_of_the_Second_World_War>"
INEX_LD-2009061,"<dbpedia:XII_Corps_(United_Kingdom)>"
INEX_LD-2009061,"<dbpedia:Fighting_France:_From_Dunkerque_to_Belfort>"
INEX_LD-2009061,"<dbpedia:Bayeux_Commonwealth_War_Graves_Commission_Cemetery>"
INEX_LD-2009061,"<dbpedia:BÃ©ny-sur-Mer_Canadian_War_Cemetery>"
INEX_LD-2009061,"<dbpedia:Normandy_campaigns_of_1202â€“04>"
INEX_LD-2009061,"<dbpedia:Normandy_American_Cemetery_and_Memorial>"
INEX_LD-2009061,"<dbpedia:Ranville_War_Cemetery>"
INEX_LD-2009061,"<dbpedia:Ã‰taples_Military_Cemetery>"
INEX_LD-2009061,"<dbpedia:Hillman_Site>"
INEX_LD-2009061,"<dbpedia:Battle_of_Vosges>"
INEX_LD-2009061,"<dbpedia:MÃ©morial_de_Caen>"
INEX_LD-2009061,"<dbpedia:Bayeux,_ParaÃ­ba>"
INEX_LD-2009061,"<dbpedia:Bretteville-sur-Laize_Canadian_War_Cemetery>"
INEX_LD-2009061,"<dbpedia:Archerfield_Second_World_War_Igloos_Complex>"
INEX_LD-2009061,"<dbpedia:Winston_Churchill_as_writer>"
INEX_LD-2009061,"<dbpedia:Duke_of_Normandy_(pigeon)>"
INEX_LD-2009061,"<dbpedia:914th_Grenadier_Regiment_(Wehrmacht)>"
INEX_LD-2009061,"<dbpedia:Thierville>"
INEX_LD-2009061,"<dbpedia:Order_of_battle_for_Operation_Epsom>"
INEX_LD-2009061,"<dbpedia:Horrible_Histories:_Frightful_First_World_War_(stage_show)>"
INEX_LD-2009061,"<dbpedia:BrÃ©ville-les-Monts>"
INEX_LD-2009061,"<dbpedia:Rhone_American_Cemetery_and_Memorial>"
INEX_LD-2009061,"<dbpedia:French_sloop_Commandant_DominÃ©>"
INEX_LD-2009061,"<dbpedia:346th_Infantry_Division_(Wehrmacht)>"
INEX_LD-2009061,"<dbpedia:List_of_military_cemeteries_in_Normandy>"
INEX_LD-2009061,"<dbpedia:Operation_Defoe>"
INEX_LD-2009061,"<dbpedia:1er_Bataillon_de_Fusiliers_Marins_Commandos>"
INEX_LD-2009061,"<dbpedia:Beny-sur-Mer_Airfield>"
INEX_LD-2009061,"<dbpedia:Brittany_american_cemetery_and_memorial>"
INEX_LD-2009061,"<dbpedia:Normandy_Campaign>"
INEX_LD-2009061,"<dbpedia:Sottevast>"
INEX_LD-2009061,"<dbpedia:Poupeville_Airfield>"
INEX_LD-2009061,"<dbpedia:709th_Static_Infantry_Division_(Wehrmacht)>"
INEX_LD-2009061,"<dbpedia:Douglas_Alexander_Graham>"
INEX_LD-2009061,"<dbpedia:Saint-Pois>"
INEX_LD-2009061,"<dbpedia:Operation_Perch_order_of_battle>"
INEX_LD-2009061,"<dbpedia:Merville_gun_battery>"
INEX_LD-2009061,"<dbpedia:Landing_Barge,_Kitchen>"
INEX_LD-2009061,"<dbpedia:Saint-Jean-de-Daye_Airfield>"
INEX_LD-2009061,"<dbpedia:Ranger_Assault_Group>"
INEX_LD-2009061,"<dbpedia:Battle_of_Villers-Bocage_order_of_battle>"
INEX_LD-2009061,"<dbpedia:H._G._Wells'_The_War_of_the_Worlds_(comics)>"
INEX_LD-2009061,"<dbpedia:Bazenville_Airfield>"
INEX_LD-2009061,"<dbpedia:Operation_Houndsworth>"
INEX_LD-2009061,"<dbpedia:Operation_Sunstar>"
INEX_LD-2009061,"<dbpedia:Siege_of_Harfleur>"
INEX_LD-2009061,"<dbpedia:Rouen_Castle>"
INEX_LD-2009061,"<dbpedia:Casemate_d'Oberroedern_Sud>"
INEX_LD-2009061,"<dbpedia:XV_Corps_(United_States)>"
INEX_LD-2009061,"<dbpedia:Querqueville_Airfield>"
INEX_LD-2009061,"<dbpedia:Operation_Cobra_order_of_battle>"
INEX_LD-2009061,"<dbpedia:La_Vieille_Airfield>"
INEX_LD-2009061,"<dbpedia:Belle_Poule_(A_650)>"
INEX_LD-2009061,"<dbpedia:Operation_Goodwood_order_of_battle>"
INEX_LD-2009061,"<dbpedia:Duchy_of_normandy>"
INEX_LD-2009061,"<dbpedia:Operation_Bluecoat>"
INEX_LD-2009061,"<dbpedia:Sainte-Croix-sur-Mer_Airfield>"
INEX_LD-2009061,"<dbpedia:Angoville-au-Plain>"
INEX_LD-2009061,"<dbpedia:French_submarine_CircÃ©_(Q_47)>"
INEX_LD-2009061,"<dbpedia:Pegasus_Bridge>"
INEX_LD-2009061,"<dbpedia:Pontorson_Airfield>"
INEX_LD-2009061,"<dbpedia:10th_Armoured_Division_(United_Kingdom)>"
INEX_LD-2009061,"<dbpedia:Lonray_Airfield>"
INEX_LD-2009061,"<dbpedia:Saint_James_Airfield>"
INEX_LD-2009061,"<dbpedia:Colleville-sur-Mer_Airfield>"
INEX_LD-2009061,"<dbpedia:Cardonville_Airfield>"
INEX_LD-2009061,"<dbpedia:Azeville_Airfield>"
INEX_LD-2009061,"<dbpedia:Saint-Lambert_Airfield>"
INEX_LD-2009061,"<dbpedia:Bracht_(river)>"
INEX_LD-2009061,"<dbpedia:Picauville_Airfield>"
INEX_LD-2009061,"<dbpedia:Battle_of_verneuil>"
INEX_LD-2009061,"<dbpedia:Maupertus-sur-Mer_Airfield>"
INEX_LD-2009061,"<dbpedia:Western_Front_(World_War_II)>"
INEX_LD-2009061,"<dbpedia:Saint-Laurent-sur-Mer_Airfield>"
INEX_LD-2009061,"<dbpedia:Orglandes_German_war_cemetery>"
INEX_LD-2009061,"<dbpedia:French_cruiser_LÃ©on_Gambetta>"
INEX_LD-2009061,"<dbpedia:Le_Molay_Airfield>"
INEX_LD-2009061,"<dbpedia:Saint-Pierre-du-Mont_Airfield>"
INEX_LD-2009061,"<dbpedia:Carentan_Airfield>"
INEX_LD-2009061,"<dbpedia:Battle_of_bloody_gulch>"
INEX_LD-2009061,"<dbpedia:Longues-sur-Mer_battery>"
INEX_LD-2009061,"<dbpedia:Acacia_Ridge_Air_Raid_Shelter>"
INEX_LD-2009061,"<dbpedia:Gerard_Norton>"
INEX_LD-2009061,"<dbpedia:Joan_Clarke>"
INEX_LD-2009061,"<dbpedia:Eagle_Farm,_Queensland>"
INEX_LD-2009061,"<dbpedia:Battle_of_Port-en-Bessin>"
INEX_LD-2009061,"<dbpedia:Second_Battle_of_the_Odon>"
INEX_LD-2009061,"<dbpedia:Gunter_Jahn>"
INEX_LD-2009061,"<dbpedia:112_Gripes_About_the_French>"
INEX_LD-2009061,"<dbpedia:Bombing_of_Normandy>"
INEX_LD-2009061,"<dbpedia:Jack_Callender>"
INEX_LD-2009061,"<dbpedia:Bombardment_of_Cherbourg>"
INEX_LD-2009061,"<dbpedia:Maisy_battery>"
INEX_LD-2009061,"<dbpedia:Crisbecq_Battery>"
INEX_LD-2009061,"<dbpedia:Invasion_of_Normandy>"
INEX_LD-2009061,"<dbpedia:Juno_Beach>"
INEX_LD-2009061,"<dbpedia:Omaha_Beach>"
INEX_LD-2009063,"<dbpedia:D-Day_(military_term)>"
INEX_LD-2009063,"<dbpedia:Invasion_of_Normandy>"
INEX_LD-2009063,"<dbpedia:Robert_G._Cole>"
INEX_LD-2009063,"<dbpedia:HMS_Cygnet_(H83)>"
INEX_LD-2009063,"<dbpedia:HMS_Comet_(H00)>"
INEX_LD-2009063,"<dbpedia:Operation_Dragoon>"
INEX_LD-2009063,"<dbpedia:History_of_normandy>"
INEX_LD-2009063,"<dbpedia:Ozeville>"
INEX_LD-2009063,"<dbpedia:Operation_Jedburgh>"
INEX_LD-2009063,"<dbpedia:Merville_gun_battery>"
INEX_LD-2009063,"<dbpedia:Operation_Overlord>"
INEX_LD-2009063,"<dbpedia:Beach_groups>"
INEX_LD-2009063,"<dbpedia:D-Day_Museum>"
INEX_LD-2009063,"<dbpedia:Benjamin_H._Vandervoort>"
INEX_LD-2009063,"<dbpedia:Sybilla_of_Conversano>"
INEX_LD-2009063,"<dbpedia:The_Longest_Day_(game)>"
INEX_LD-2009063,"<dbpedia:Normandy_Veterans'_Association>"
INEX_LD-2009063,"<dbpedia:D-Day_(video_game)>"
INEX_LD-2009063,"<dbpedia:Werner_Pluskat>"
INEX_LD-2009063,"<dbpedia:Overlord_embroidery>"
INEX_LD-2009063,"<dbpedia:Maud_of_Normandy>"
INEX_LD-2009063,"<dbpedia:D-Day_naval_deceptions>"
INEX_LD-2009063,"<dbpedia:Jim_Wallwork>"
INEX_LD-2009063,"<dbpedia:709th_Static_Infantry_Division_(Wehrmacht)>"
INEX_LD-2009063,"<dbpedia:Normandy_Campaign>"
INEX_LD-2009063,"<dbpedia:Mora_(ship)>"
INEX_LD-2009063,"<dbpedia:American_airborne_landings_in_Normandy>"
INEX_LD-2009063,"<dbpedia:The_Guns_of_Normandy>"
INEX_LD-2009063,"<dbpedia:V_for_Victory:_D-Day_Utah_Beach>"
INEX_LD-2009063,"<dbpedia:Ranger_Assault_Group>"
INEX_LD-2009063,"<dbpedia:Saint-Laurent-sur-Mer>"
INEX_LD-2009063,"<dbpedia:Lionel_Shapiro>"
INEX_LD-2009063,"<dbpedia:Robert_P._Mathias>"
INEX_LD-2009063,"<dbpedia:Normandy_landings>"
INEX_LD-2009063,"<dbpedia:Pegasus_Bridge>"
INEX_LD-2009063,"<dbpedia:List_of_ships_in_Omaha_Bombardment_Group>"
INEX_LD-2009063,"<dbpedia:D-Day:_The_Great_Crusade>"
INEX_LD-2009063,"<dbpedia:List_of_ships_in_Juno_Bombardment_Group>"
INEX_LD-2009063,"<dbpedia:Bill_Cross_(soldier)>"
INEX_LD-2009063,"<dbpedia:Donald_burgett>"
INEX_LD-2009063,"<dbpedia:Ordinance_of_Normandy>"
INEX_LD-2009063,"<dbpedia:Poupeville_Airfield>"
INEX_LD-2009063,"<dbpedia:Robert_Lee_Wolverton>"
INEX_LD-2009063,"<dbpedia:Landing_Craft_(Gun)_Tower>"
INEX_LD-2009063,"<dbpedia:List_of_ships_in_Sword_Bombardment_Group>"
INEX_LD-2009063,"<dbpedia:Ranville>"
INEX_LD-2009063,"<dbpedia:745th_Tank_Battalion>"
INEX_LD-2009063,"<dbpedia:Landing_Barge,_Kitchen>"
INEX_LD-2009063,"<dbpedia:Don_Pratt>"
INEX_LD-2009063,"<dbpedia:Carentan_Airfield>"
INEX_LD-2009063,"<dbpedia:Robert_Lochner_(engineer)>"
INEX_LD-2009063,"<dbpedia:The_Steel_Wave>"
INEX_LD-2009063,"<dbpedia:Scenario_paintball>"
INEX_LD-2009063,"<dbpedia:DEPV_Talisman_(1935)>"
INEX_LD-2009063,"<dbpedia:D-Day_(game)>"
INEX_LD-2009063,"<dbpedia:John_G._Burkhalter>"
INEX_LD-2009063,"<dbpedia:H-hour_(D-day)>"
INEX_LD-2009063,"<dbpedia:The_Longest_Day_(book)>"
INEX_LD-2009063,"<dbpedia:Charles_D._W._Canham>"
INEX_LD-2009063,"<dbpedia:121st_Engineer_Battalion_(United_States)>"
INEX_LD-2009063,"<dbpedia:Bayeux_Commonwealth_War_Graves_Commission_Cemetery>"
INEX_LD-2009063,"<dbpedia:JosÃ©_M._Cabanillas>"
INEX_LD-2009063,"<dbpedia:Jimmie_W._Monteith>"
INEX_LD-2009063,"<dbpedia:D-Day_-1>"
INEX_LD-2009063,"<dbpedia:Mission_Albany>"
INEX_LD-2009063,"<dbpedia:2nd_Canadian_Armoured_Brigade>"
INEX_LD-2009063,"<dbpedia:A_Distant_Shore:_African_Americans_of_D-Day>"
INEX_LD-2009063,"<dbpedia:Azeville_Airfield>"
INEX_LD-2009063,"<dbpedia:John_Steele_(paratrooper)>"
INEX_LD-2009063,"<dbpedia:Courseulles-sur-Mer>"
INEX_LD-2009063,"<dbpedia:Sword_Beach>"
INEX_LD-2009063,"<dbpedia:Red_Ball_Express_(film)>"
INEX_LD-2009063,"<dbpedia:No._175_Squadron_RAF>"
INEX_LD-2009063,"<dbpedia:HMS_Beagle_(H30)>"
INEX_LD-2009063,"<dbpedia:Seaghan_Maynes>"
INEX_LD-2009063,"<dbpedia:320th_Barrage_Balloon_Battalion>"
INEX_LD-2009063,"<dbpedia:Maisy_battery>"
INEX_LD-2009063,"<dbpedia:Exercise_Tiger>"
INEX_LD-2009063,"<dbpedia:6th_Beach_Group>"
INEX_LD-2009063,"<dbpedia:Frank_D._Peregory>"
INEX_LD-2009063,"<dbpedia:Bombing_of_Normandy>"
INEX_LD-2009063,"<dbpedia:Joseph_Zimmermann>"
INEX_LD-2009063,"<dbpedia:79th_Armoured_Division_(United_Kingdom)>"
INEX_LD-2009063,"<dbpedia:Dean_Rockwell>"
INEX_LD-2009063,"<dbpedia:743rd_Tank_Battalion>"
INEX_LD-2009063,"<dbpedia:Crisbecq_Battery>"
INEX_LD-2009063,"<dbpedia:Higgins_Industries>"
INEX_LD-2009063,"<dbpedia:Edwin_Bramall,_Baron_Bramall>"
INEX_LD-2009063,"<dbpedia:Leonard_T._Schroeder>"
INEX_LD-2009063,"<dbpedia:Lucien_Musset>"
INEX_LD-2009063,"<dbpedia:Operation_Bodyguard>"
INEX_LD-2009063,"<dbpedia:Battle_for_Caen>"
INEX_LD-2009063,"<dbpedia:South_Alberta_Regiment>"
INEX_LD-2009063,"<dbpedia:Leonard_Lomell>"
INEX_LD-2009063,"<dbpedia:Beachhead>"
INEX_LD-2009063,"<dbpedia:Normandy>"
INEX_LD-2009063,"<dbpedia:Operation_Copperhead>"
INEX_LD-2009063,"<dbpedia:Chad_Brown_(horse_trainer)>"
INEX_LD-2009063,"<dbpedia:Operation_Chastity>"
INEX_LD-2009063,"<dbpedia:Australian_contribution_to_the_Battle_of_Normandy>"
INEX_LD-2009096,"<dbpedia:Eiffel_(company)>"
INEX_LD-2009096,"<dbpedia:Eiffel_Tower_(Paris,_Tennessee)>"
INEX_LD-2009096,"<dbpedia:Erika_Eiffel>"
INEX_LD-2009096,"<dbpedia:LibertyEiffel>"
INEX_LD-2009096,"<dbpedia:Eiffel_Tower_(Cedar_Fair)>"
INEX_LD-2009096,"<dbpedia:Contact!>"
INEX_LD-2009096,"<dbpedia:Visual_Eiffel>"
INEX_LD-2009096,"<dbpedia:If_You_Cut_Us,_We_Bleed>"
INEX_LD-2009096,"<dbpedia:Eiffel_(programming_language)>"
INEX_LD-2009096,"<dbpedia:Eiffel_Bridge,_Ungheni>"
INEX_LD-2009096,"<dbpedia:Eiffel_Tower_in_popular_culture>"
INEX_LD-2009096,"<dbpedia:List_of_Eiffel_Tower_replicas>"
INEX_LD-2009096,"<dbpedia:Married_to_the_Eiffel_Tower>"
INEX_LD-2009096,"<dbpedia:Losing_You_(Eiffel_65_song)>"
INEX_LD-2009096,"<dbpedia:Stephen_Sauvestre>"
INEX_LD-2009096,"<dbpedia:Eiffel_65_discography>"
INEX_LD-2009096,"<dbpedia:Higher_Than_the_Eiffel>"
INEX_LD-2009096,"<dbpedia:Lucky_(In_My_Life)>"
INEX_LD-2009096,"<dbpedia:Viaggia_Insieme_a_Me>"
INEX_LD-2009096,"<dbpedia:Globe_CÃ©leste>"
INEX_LD-2009096,"<dbpedia:Too_Much_of_Heaven>"
INEX_LD-2009096,"<dbpedia:Eiffel_Forum_License>"
INEX_LD-2009096,"<dbpedia:Eiffel_Bridge,_Zrenjanin>"
INEX_LD-2009096,"<dbpedia:Dissertation,_Honey>"
INEX_LD-2009096,"<dbpedia:Gustave_Eiffel_French_School_of_Budapest>"
INEX_LD-2009096,"<dbpedia:Victor_Lustig>"
INEX_LD-2009096,"<dbpedia:France_Pavilion_at_Epcot>"
INEX_LD-2009096,"<dbpedia:Ponte_Eiffel>"
INEX_LD-2009096,"<dbpedia:Crash_Test_01>"
INEX_LD-2009096,"<dbpedia:EiffelStudio>"
INEX_LD-2009096,"<dbpedia:Eiffel_Flats>"
INEX_LD-2009096,"<dbpedia:Walk_Away_(Alanis_Morissette_song)>"
INEX_LD-2009096,"<dbpedia:Falconcity_of_Wonders>"
INEX_LD-2009096,"<dbpedia:On_Life;_Living>"
INEX_LD-2009096,"<dbpedia:Eiffeldoc>"
INEX_LD-2009096,"<dbpedia:Chris_Constantinou>"
INEX_LD-2009096,"<dbpedia:Move_Your_Body>"
INEX_LD-2009096,"<dbpedia:Henri_de_Dion>"
INEX_LD-2009096,"<dbpedia:Djoenie_Steenvoorde>"
INEX_LD-2009096,"<dbpedia:Jean_Maurice_Rothschild>"
INEX_LD-2009096,"<dbpedia:Negative_(Serbian_band)>"
INEX_LD-2009096,"<dbpedia:E65>"
INEX_LD-2009096,"<dbpedia:Gustave_Eiffel>"
INEX_LD-2009096,"<dbpedia:PetÅ™Ã­n_Lookout_Tower>"
INEX_LD-2009096,"<dbpedia:Railway_Museum_(Madrid)>"
INEX_LD-2009096,"<dbpedia:Cap_24>"
INEX_LD-2009096,"<dbpedia:The_Man_On_The_Eiffel_Tower>"
INEX_LD-2009096,"<dbpedia:Bridge_of_las_tres_fuentes>"
INEX_LD-2009096,"<dbpedia:Jeffrey_Jey>"
INEX_LD-2009096,"<dbpedia:Italo_dance>"
INEX_LD-2009096,"<dbpedia:Filiatra>"
INEX_LD-2009096,"<dbpedia:Tour_Eiffel_Bridge>"
INEX_LD-2009096,"<dbpedia:Maurizio_Lobina>"
INEX_LD-2009096,"<dbpedia:Eiffel_65>"
INEX_LD-2009096,"<dbpedia:A_View_from_Eiffel_Tower>"
INEX_LD-2009096,"<dbpedia:Quasar_(album)>"
INEX_LD-2009096,"<dbpedia:Ponte_de_SÃ£o_JoÃ£o>"
INEX_LD-2009096,"<dbpedia:SCOOP_(software)>"
INEX_LD-2009096,"<dbpedia:Alec_Eiffel>"
INEX_LD-2009096,"<dbpedia:The_Eiffel_Tower_and_Other_Mythologies>"
INEX_LD-2009096,"<dbpedia:Blue_(Da_Ba_Dee)_(music_video)>"
INEX_LD-2009096,"<dbpedia:Jean_Joho>"
INEX_LD-2009096,"<dbpedia:TV_Mast_Niort-Maisonnay>"
INEX_LD-2009096,"<dbpedia:Charles_Combes>"
INEX_LD-2009096,"<dbpedia:Ungheni,_IaÈ™i>"
INEX_LD-2009096,"<dbpedia:Passerelle_Debilly>"
INEX_LD-2009096,"<dbpedia:SmartEiffel>"
INEX_LD-2009096,"<dbpedia:Les_mariÃ©s_de_la_tour_Eiffel>"
INEX_LD-2009096,"<dbpedia:Titi_Kamal>"
INEX_LD-2009096,"<dbpedia:Postcondition>"
INEX_LD-2009096,"<dbpedia:Konak_Pier>"
INEX_LD-2009096,"<dbpedia:Brewery_Creek>"
INEX_LD-2009096,"<dbpedia:Operator_(computer_programming)>"
INEX_LD-2009096,"<dbpedia:Ramson_Zhuwawo>"
INEX_LD-2009096,"<dbpedia:New_Zealand_and_South_Seas_Exhibition_(1889)>"
INEX_LD-2009096,"<dbpedia:IDF1>"
INEX_LD-2009096,"<dbpedia:Bloom_06>"
INEX_LD-2009096,"<dbpedia:Some_Girls_(California_band)>"
INEX_LD-2009096,"<dbpedia:Glade_Interface_Designer>"
INEX_LD-2009096,"<dbpedia:Cuthbert_Malajila>"
INEX_LD-2009096,"<dbpedia:Eiffel_Software>"
INEX_LD-2009096,"<dbpedia:Contrast_(vision)>"
INEX_LD-2009096,"<dbpedia:Ballon_Generali>"
INEX_LD-2009096,"<dbpedia:Malleco_viaduct>"
INEX_LD-2009096,"<dbpedia:Eiffel_Tower>"
INEX_LD-2009096,"<dbpedia:The_Plot_to_Blow_Up_The_Eiffel_Tower>"
INEX_LD-2009096,"<dbpedia:Bertrand_Meyer>"
INEX_LD-2009096,"<dbpedia:Arifin_Putra>"
INEX_LD-2009096,"<dbpedia:Deadseraphim>"
INEX_LD-2009096,"<dbpedia:Eiffel_(band)>"
INEX_LD-2009096,"<dbpedia:Henri_Victor_Regnault>"
INEX_LD-2009096,"<dbpedia:Embassy_of_Australia,_Paris>"
INEX_LD-2009096,"<dbpedia:Gabry_Ponte>"
INEX_LD-2009096,"<dbpedia:Blackpool_tower>"
INEX_LD-2009096,"<dbpedia:Eric_Drew_Feldman>"
INEX_LD-2009096,"<dbpedia:Matt_Langel>"
INEX_LD-2009096,"<dbpedia:Intimidator_305>"
INEX_LD-2009096,"<dbpedia:List_of_the_72_names_on_the_Eiffel_Tower>"
INEX_LD-2009096,"<dbpedia:Star_Tower>"
INEX_LD-2009096,"<dbpedia:Tom_Noddy>"
INEX_LD-2009115,"<dbpedia:Virtual_Museum>"
INEX_LD-2009115,"<dbpedia:Virtualization>"
INEX_LD-2009115,"<dbpedia:Virtual_Library_museums_pages>"
INEX_LD-2009115,"<dbpedia:List_of_museums_in_Prince_Edward_Island>"
INEX_LD-2009115,"<dbpedia:Virtual_herbarium>"
INEX_LD-2009115,"<dbpedia:American_Widescreen_Museum>"
INEX_LD-2009115,"<dbpedia:BoÅ¡tjan_Burger>"
