QueryId,EntityId
INEX_LD-20120212,<dbpedia:Barre_chord>
INEX_LD-20120212,<dbpedia:Mel_Bay's_Deluxe_Encyclopedia_of_Guitar_Chords>
INEX_LD-20120212,<dbpedia:Open_chord>
INEX_LD-20120212,<dbpedia:Power_Chord>
INEX_LD-20120212,<dbpedia:Bentonia_School>
INEX_LD-20120212,<dbpedia:Guitar_chord_file_format>
INEX_LD-20120212,<dbpedia:Glock-Guitar>
INEX_LD-20120212,<dbpedia:Major_and_minor>
INEX_LD-20120212,<dbpedia:Five-fret_stretch>
INEX_LD-20120222,<dbpedia:Eleven-string_alto_guitar>
INEX_LD-20120222,<dbpedia:Bach_air_song>
INEX_LD-20120222,<dbpedia:History_of_the_classical_guitar>
INEX_LD-20120222,<dbpedia:Amsterdam_Guitar_Trio>
INEX_LD-20120222,"<dbpedia:The_Intimate_Bach,_Duets_with_the_Spanish_Guitar_Vol.2>"
INEX_LD-20120222,<dbpedia:Nicholas_Goluses>
INEX_LD-20120222,<dbpedia:Stephen_Marchionda>
INEX_LD-20120222,<dbpedia:Per-Olov_Kindgren>
INEX_LD-20120222,<dbpedia:Neil_Zaza>
INEX_LD-20120222,<dbpedia:Pablo_Sainz_Villegas>
INEX_LD-20120232,<dbpedia:SD_Blu-ray>
INEX_LD-20120232,<dbpedia:Cory_White>
INEX_LD-20120232,<dbpedia:Mac_Blu-ray_Player>
INEX_LD-20120232,<dbpedia:Finger_Style_Guitar>
INEX_LD-20120232,<dbpedia:In_a_Groove>
INEX_LD-20120232,<dbpedia:Crossroads_Guitar_Festival_2013>
INEX_LD-20120232,<dbpedia:List_of_Saw_media>
INEX_LD-20120232,<dbpedia:Blue_Guitar_(Celeste_Buckingham_song)>
INEX_LD-20120232,<dbpedia:Blue_Guitar>
INEX_LD-20120232,<dbpedia:The_Alps_(band)>
INEX_LD-20120312,<dbpedia:Milonguero>
INEX_LD-20120312,<dbpedia:Argentine_Tango>
INEX_LD-20120312,<dbpedia:Meskheti>
INEX_LD-20120312,<dbpedia:Milonguero_style>
INEX_LD-20120312,<dbpedia:Tango_(mythology)>
INEX_LD-20120312,<dbpedia:AsÃ­_es_el_tango>
INEX_LD-20120312,<dbpedia:Tangomagia>
INEX_LD-20120312,<dbpedia:Movimiento_Cultural_Canyengue_Argentino>
INEX_LD-20120312,<dbpedia:Cristina_Kotz_Cornejo>
INEX_LD-20120312,<dbpedia:Milonga_(place)>
INEX_LD-20120322,<dbpedia:Finnish_tango>
INEX_LD-20120322,<dbpedia:Turkish_tango_music>
INEX_LD-20120322,<dbpedia:Tipica_Tangarte>
INEX_LD-20120322,<dbpedia:Gran_Orquesta_TangoVia_Buenos_Aires>
INEX_LD-20120322,<dbpedia:The_Tango_Saloon>
INEX_LD-20120322,<dbpedia:Gotan_project>
INEX_LD-20120322,<dbpedia:Electrocutango>
INEX_LD-20120322,<dbpedia:Incidental_Tango>
INEX_LD-20120322,<dbpedia:Setzer_Goes_Instru-Mental!>
INEX_LD-20120322,<dbpedia:Rockabilly_Riot!_All_Original>
INEX_LD-20120332,<dbpedia:Figures_of_Argentine_tango>
INEX_LD-20120332,<dbpedia:World_tango_dance_tournament>
INEX_LD-20120332,<dbpedia:Milonguero>
INEX_LD-20120332,<dbpedia:Tanda_(milonga)>
INEX_LD-20120332,<dbpedia:Index_of_dance_articles>
INEX_LD-20120332,<dbpedia:History_of_the_tango>
INEX_LD-20120332,<dbpedia:Ronda_(Tango)>
INEX_LD-20120332,<dbpedia:Cortina_(tango)>
INEX_LD-20120332,<dbpedia:Portotango>
INEX_LD-20120332,<dbpedia:Practica_(event)>
INEX_LD-20120412,<dbpedia:BMX_racing>
INEX_LD-20120412,<dbpedia:Track_cycling>
INEX_LD-20120412,<dbpedia:Road_bicycle_racing>
INEX_LD-20120412,<dbpedia:Ice_canoeing>
INEX_LD-20120412,<dbpedia:Freestyle_BMX>
INEX_LD-20120412,<dbpedia:Cycle_speedway>
INEX_LD-20120412,<dbpedia:UCI_Road_World_Championships_â€“_Men's_Time_Trial>
INEX_LD-20120412,<dbpedia:World_University_Cycling_Championship_â€“_Road_Cycling>
INEX_LD-20120412,<dbpedia:Focus_Bikes>
INEX_LD-20120412,<dbpedia:List_of_cycles>
INEX_LD-20120422,<dbpedia:North_Star_Bicycle_Festival>
INEX_LD-20120422,<dbpedia:Holiday_(Naughty_by_Nature_song)>
INEX_LD-20120422,<dbpedia:Novel_Nature>
INEX_LD-20120422,<dbpedia:Roberts_Pass>
INEX_LD-20120422,<dbpedia:Newfoundland_Holiday>
INEX_LD-20120422,<dbpedia:Blessed_Rainy_Day>
INEX_LD-20120422,<dbpedia:Kelling_Heath_Holiday_Park>
INEX_LD-20120422,<dbpedia:Bamboo_bicycle>
INEX_LD-20120432,<dbpedia:Benefit_Corporation>
INEX_LD-20120432,<dbpedia:The_Environment_Trust>
INEX_LD-20120432,<dbpedia:Bicycle-friendly>
INEX_LD-20120432,"<dbpedia:Population_Control:_Real_Costs,_Illusory_Benefits>"
INEX_LD-20120432,<dbpedia:Bicycle_Master_Plan>
INEX_LD-20120512,<dbpedia:Bob_Girls>
INEX_LD-20120512,<dbpedia:GP_Basic>
INEX_LD-20120512,<dbpedia:Girl's_Day>
INEX_LD-20120512,<dbpedia:Minx_(band)>
INEX_LD-20120512,<dbpedia:Oh_My_Girl_(band)>
INEX_LD-20120512,<dbpedia:DIA_(South_Korean_Band)>
INEX_LD-20120512,<dbpedia:T.T.MA>
INEX_LD-20120512,<dbpedia:Laboum>
INEX_LD-20120512,<dbpedia:Pungdeng-E>
INEX_LD-20120512,<dbpedia:Wassup_(band)>
INEX_LD-20120522,<dbpedia:Creative_Music_File>
INEX_LD-20120522,<dbpedia:Notation_Interchange_File_Format>
INEX_LD-20120522,<dbpedia:Music_Encoding_Initiative>
INEX_LD-20120522,<dbpedia:Digital_sheet_music>
INEX_LD-20120522,<dbpedia:Synthetic_music_mobile_application_format>
INEX_LD-20120522,<dbpedia:Rich_Music_Format>
INEX_LD-20120522,<dbpedia:ASCII_tab>
INEX_LD-20120522,<dbpedia:ABC_notation>
INEX_LD-20120522,<dbpedia:Open_Sound_Control>
INEX_LD-20120522,<dbpedia:Guitar_chord_file_format>
INEX_LD-20120532,<dbpedia:Digital_Rights_Ireland>
INEX_LD-20120532,<dbpedia:Digital_freedom_campaign>
INEX_LD-2012303,<dbpedia:San_Joaquin_River_National_Wildlife_Refuge>
INEX_LD-2012303,<dbpedia:Ingram_Creek>
INEX_LD-2012303,<dbpedia:San_Joaquin_Valley_League>
INEX_LD-2012303,<dbpedia:San_Joaquin_antelope_squirrel>
INEX_LD-2012303,<dbpedia:San_Joaquin_Formation>
INEX_LD-2012303,<dbpedia:Lost_Hills>
INEX_LD-2012303,<dbpedia:Arthroconidium>
INEX_LD-2012303,<dbpedia:William_Troy>
INEX_LD-2012303,<dbpedia:Coccidioides>
INEX_LD-2012303,<dbpedia:Hanford_Carnegie_Museum>
INEX_LD-2012307,<dbpedia:Inauguration_of_Millard_Fillmore>
INEX_LD-2012307,<dbpedia:Fugitive_Slave_Act_of_1850>
INEX_LD-2012307,<dbpedia:Millard_Powers_Fillmore>
INEX_LD-2012307,<dbpedia:Fillmore_House>
INEX_LD-2012307,"<dbpedia:Millard_County,_Utah>"
INEX_LD-2012307,<dbpedia:Mary_Abigail_Fillmore>
INEX_LD-2012307,<dbpedia:Charles_Magill_Conrad>
INEX_LD-2012307,<dbpedia:1852_State_of_the_Union_Address>
INEX_LD-2012307,<dbpedia:Nathaniel_Fillmore>
INEX_LD-2012307,"<dbpedia:Fillmore,_Louisiana>"
INEX_LD-2012311,<dbpedia:John_Lennon/Plastic_Ono_Band>
INEX_LD-2012311,<dbpedia:Some_Time_In_New_York_City>
INEX_LD-2012311,<dbpedia:Double_Fantasy>
INEX_LD-2012311,<dbpedia:Milk_and_Honey_(album)>
INEX_LD-2012311,<dbpedia:Yoko_Ono/Plastic_Ono_Band>
INEX_LD-2012311,<dbpedia:Live_Peace_In_Toronto_1969>
INEX_LD-2012311,<dbpedia:Fly_(Yoko_Ono_album)>
INEX_LD-2012311,<dbpedia:Wedding_Album>
INEX_LD-2012311,<dbpedia:Feeling_the_space>
INEX_LD-2012311,<dbpedia:Erection_(film)>
INEX_LD-2012315,<dbpedia:Quezon_Avenue>
INEX_LD-2012315,<dbpedia:Quezon_Memorial_Circle>
INEX_LD-2012315,<dbpedia:Ramon_Magsaysay_(Cubao)_High_School>
INEX_LD-2012315,"<dbpedia:Irisan,_Baguio>"
INEX_LD-2012315,<dbpedia:DLS-STI_College>
INEX_LD-2012315,<dbpedia:San_Juan_River_(Metro_Manila)>
INEX_LD-2012315,<dbpedia:Mel_Mathay>
INEX_LD-2012315,<dbpedia:Partas>
INEX_LD-2012315,<dbpedia:Palayan>
INEX_LD-2012315,<dbpedia:Maryhill_School_of_Theology>
INEX_LD-2012318,<dbpedia:Plan_9_From_Bell_Labs>
INEX_LD-2012318,<dbpedia:The_Atomic_Space_Bug>
INEX_LD-2012318,<dbpedia:Bride_of_the_monster>
INEX_LD-2012318,<dbpedia:William_C._Thompson>
INEX_LD-2012318,<dbpedia:Glen_or_Glenda>
INEX_LD-2012318,<dbpedia:TCM_Underground>
INEX_LD-2012318,<dbpedia:Dolores_Fuller>
INEX_LD-2012318,<dbpedia:Space_Lord>
INEX_LD-2012318,<dbpedia:The_Personality_Kid>
INEX_LD-2012318,<dbpedia:Bud_Osborne>
INEX_LD-2012321,<dbpedia:Stamford_Raffles>
INEX_LD-2012321,<dbpedia:Singaporeans>
INEX_LD-2012321,<dbpedia:Fairmont_Singapore>
INEX_LD-2012321,<dbpedia:Raffles_City>
INEX_LD-2012321,<dbpedia:Lee_Kong_Chian_Natural_History_Museum>
INEX_LD-2012321,<dbpedia:Raffles'_Landing_Site>
INEX_LD-2012321,<dbpedia:Founding_of_modern_Singapore>
INEX_LD-2012321,<dbpedia:The_History_of_Java_(1817_book)>
INEX_LD-2012321,<dbpedia:Calyptomena>
INEX_LD-2012321,<dbpedia:Long_Ya_Men>
INEX_LD-2012325,<dbpedia:Electoral_history_of_James_G._Blaine>
INEX_LD-2012325,<dbpedia:James_G._Blaine_Mansion>
INEX_LD-2012325,<dbpedia:James_G._Blaine_Society>
INEX_LD-2012325,<dbpedia:James_Cloutier>
INEX_LD-2012325,<dbpedia:They_Also_Ran>
INEX_LD-2012325,<dbpedia:The_Blaine_House>
INEX_LD-2012325,"<dbpedia:United_States_presidential_election,_1884>"
INEX_LD-2012325,<dbpedia:New_York_Trust_Company>
INEX_LD-2012325,"<dbpedia:Blaine_County,_Montana>"
INEX_LD-2012325,<dbpedia:Ephraim_Blaine>
INEX_LD-2012329,<dbpedia:GuÃ°mundur_Ã�rni_StefÃ¡nsson>
INEX_LD-2012329,<dbpedia:Sverrir_GarÃ°arsson>
INEX_LD-2012329,<dbpedia:Ambassador_of_Iceland_to_Sweden>
INEX_LD-2012329,<dbpedia:Haukur_HeiÃ°ar_Hauksson>
INEX_LD-2012329,<dbpedia:JÃ³n_GuÃ°ni_FjÃ³luson>
INEX_LD-2012329,<dbpedia:ElÃ­sa_ViÃ°arsdÃ³ttir>
INEX_LD-2012329,<dbpedia:Reynir_BÃ¶dvarsson>
INEX_LD-2012329,<dbpedia:Skye_of_Curr>
INEX_LD-2012329,<dbpedia:Edward_Micklethwaite_Curr>
INEX_LD-2012329,<dbpedia:James_Frederick_Palmer>
INEX_LD-2012333,<dbpedia:Wilfrid_Laurier>
INEX_LD-2012333,<dbpedia:Laurier_House>
INEX_LD-2012333,<dbpedia:List_of_Prime_Ministers_of_Canada_by_constituency>
INEX_LD-2012333,<dbpedia:Children_of_the_Prime_Ministers_of_Canada>
INEX_LD-2012333,<dbpedia:Romuald-Charlemagne_Laurier>
INEX_LD-2012333,<dbpedia:List_of_longest-serving_G8_leaders>
INEX_LD-2012333,<dbpedia:ZoÃ©_Laurier>
INEX_LD-2012333,"<dbpedia:Laurier-Station,_Quebec>"
INEX_LD-2012333,<dbpedia:Mount_Sir_Wilfrid_Laurier>
INEX_LD-2012333,<dbpedia:Sir_Laurier_d'Arthabaska>
INEX_LD-2012336,<dbpedia:Australian_New_Guinea_Administrative_Unit>
INEX_LD-2012336,<dbpedia:House_of_assembly_of_papua_and_new_guinea>
INEX_LD-2012336,<dbpedia:Territory_of_New_Guinea>
INEX_LD-2012336,<dbpedia:Royal_Pacific_Islands_Regiment>
INEX_LD-2012336,<dbpedia:Joan_Refshauge>
INEX_LD-2012336,<dbpedia:Papua_Act_1905>
INEX_LD-2012336,<dbpedia:Territory_of_papua_and_new_guinea>
INEX_LD-2012336,<dbpedia:Territory_of_Papua>
INEX_LD-2012336,<dbpedia:Manus_masked_owl>
INEX_LD-2012336,<dbpedia:Jack_Hides>
INEX_LD-2012339,"<dbpedia:Statue_of_Nelson_Mandela,_Johannesburg>"
INEX_LD-2012339,<dbpedia:Nelson_Mandela:_A_Biography_(1999)>
INEX_LD-2012339,<dbpedia:John_Carlin_(journalist)>
INEX_LD-2012339,<dbpedia:Mandela_Rhodes_Scholarship>
INEX_LD-2012339,<dbpedia:Mandela's_Gun>
INEX_LD-2012339,<dbpedia:Presidency_of_Nelson_Mandela>
INEX_LD-2012339,<dbpedia:List_of_dignitaries_at_the_memorial_service_of_Nelson_Mandela>
INEX_LD-2012339,<dbpedia:List_of_dignitaries_at_the_state_funeral_of_Nelson_Mandela>
INEX_LD-2012339,<dbpedia:Thembu_people>
INEX_LD-2012339,<dbpedia:Stasimopus_mandelai>
INEX_LD-2012343,<dbpedia:The_Heart_of_a_Woman>
INEX_LD-2012343,<dbpedia:All_God's_Children_Need_Traveling_Shoes>
INEX_LD-2012343,<dbpedia:My_Story_(Kamala_Das_book)>
INEX_LD-2012343,<dbpedia:Poetry_of_Maya_Angelou>
INEX_LD-2012343,<dbpedia:Miss_Calypso>
INEX_LD-2012343,<dbpedia:Big_Blind_Bluesy>
INEX_LD-2012343,<dbpedia:Miriam_Christine>
INEX_LD-2012343,<dbpedia:The_Earthshaker>
INEX_LD-2012343,<dbpedia:SinÃ©ad_Lohan>
INEX_LD-2012343,<dbpedia:Known_and_Unknown:_A_Memoir>
INEX_LD-2012347,"<dbpedia:Newnansville,_Florida>"
INEX_LD-2012347,<dbpedia:Seat_belt_use_rates_in_the_United_States>
INEX_LD-2012347,<dbpedia:All_Pro_Dad>
INEX_LD-2012347,<dbpedia:My_Dad_George>
INEX_LD-2012347,<dbpedia:Outwitting_Dad>
INEX_LD-2012347,<dbpedia:Dade_Massacre>
INEX_LD-2012347,"<dbpedia:County_Road_854_(Miami-Dade_County,_Florida)>"
INEX_LD-2012347,<dbpedia:List_of_donkey_breeds>
INEX_LD-2012347,<dbpedia:In_Country...Club>
INEX_LD-2012347,<dbpedia:Moon_Over_Isla_Island>
INEX_LD-2012351,<dbpedia:Biryani>
INEX_LD-2012351,<dbpedia:Thali>
INEX_LD-2012351,<dbpedia:Baingan_bharta>
INEX_LD-2012351,<dbpedia:Dal_bhat>
INEX_LD-2012351,<dbpedia:Dal>
INEX_LD-2012351,<dbpedia:Koottu>
INEX_LD-2012351,<dbpedia:Mattar_paneer>
INEX_LD-2012351,<dbpedia:Thoran>
INEX_LD-2012351,<dbpedia:Sambar_(dish)>
INEX_LD-2012351,<dbpedia:Sarson_da_saag>
INEX_LD-2012354,<dbpedia:James_hetfield>
INEX_LD-2012354,<dbpedia:Alexi_laiho>
INEX_LD-2012354,<dbpedia:Adam_Jones_(musician)>
INEX_LD-2012354,<dbpedia:Kirk_Hammett>
INEX_LD-2012354,<dbpedia:Don_Felder>
INEX_LD-2012354,<dbpedia:John_fogerty>
INEX_LD-2012354,<dbpedia:Jean_beauvoir>
INEX_LD-2012354,<dbpedia:Terry_Smith_(guitarist)>
INEX_LD-2012354,<dbpedia:Space_(English_band)>
INEX_LD-2012354,<dbpedia:The_Kingsmen>
INEX_LD-2012357,<dbpedia:Evgenia_Obraztsova>
INEX_LD-2012357,<dbpedia:Sofia_Golovkina>
INEX_LD-2012357,<dbpedia:Nadezhda_Pavlova>
INEX_LD-2012357,<dbpedia:Svetlana_Zakharova_(dancer)>
INEX_LD-2012357,<dbpedia:Nadezhda_Gracheva>
INEX_LD-2012357,<dbpedia:The_Traveling_Dancer>
INEX_LD-2012357,<dbpedia:Yekaterina_Geltzer>
INEX_LD-2012357,<dbpedia:Nina_Kaptsova>
INEX_LD-2012357,<dbpedia:Ekaterina_Sankovskaya>
INEX_LD-2012357,<dbpedia:Yekaterina_Shipulina>
INEX_LD-2012361,<dbpedia:Kamal_Addararachchi>
INEX_LD-2012361,<dbpedia:Ranjan_ramanayake>
INEX_LD-2012361,<dbpedia:23rd_Filmfare_Awards>
INEX_LD-2012361,<dbpedia:Connie_Francis_Sings_Award_Winning_Motion_Picture_Hits>
INEX_LD-2012361,<dbpedia:Izhar_Qazi>
INEX_LD-2012361,<dbpedia:Matthew_Lee_Robinson>
INEX_LD-2012361,<dbpedia:Ellis_Hollins>
INEX_LD-2012361,<dbpedia:Alero's_Symphony>
INEX_LD-2012361,<dbpedia:Method_Man_filmography>
INEX_LD-2012361,<dbpedia:Most_PGA_Tour_wins_in_a_year>
INEX_LD-2012365,<dbpedia:Jill_P._Mesirov>
INEX_LD-2012365,<dbpedia:Shafi_Goldwasser>
INEX_LD-2012365,<dbpedia:Gerald_Jay_Sussman>
INEX_LD-2012365,<dbpedia:Madhu_Sudan>
INEX_LD-2012365,<dbpedia:Bonnie_Berger>
INEX_LD-2012365,<dbpedia:Assaf_Naor>
INEX_LD-2012365,<dbpedia:Ronitt_Rubinfeld>
INEX_LD-2012365,<dbpedia:Peter_Shor>
INEX_LD-2012365,<dbpedia:David_Jerison>
INEX_LD-2012365,<dbpedia:Dina_Katabi>
INEX_LD-2012369,<dbpedia:Yibin_Wuliangye_Airport>
INEX_LD-2012369,<dbpedia:Pisa_International_Airport>
INEX_LD-2012369,"<dbpedia:Hillhouse,_Hamilton>"
INEX_LD-2012369,<dbpedia:Mangla_Airport>
INEX_LD-2012369,<dbpedia:Military_Civic_Action_Medal>
INEX_LD-2012369,<dbpedia:Juan_Carlos_Blanco_EstradÃ©>
INEX_LD-2012369,<dbpedia:The_Voices_of_Patti_Page>
INEX_LD-2012369,<dbpedia:Bokito_(gorilla)>
INEX_LD-2012369,<dbpedia:JosÃ©_Francisco_Valiente>
INEX_LD-2012369,<dbpedia:United_States_Security_Assistance_Organizations>
INEX_LD-2012372,<dbpedia:Cool_Spring_Battlefield>
INEX_LD-2012372,<dbpedia:Okeechobee_Battlefield>
INEX_LD-2012372,<dbpedia:Battle_of_dupplin_moor>
INEX_LD-2012372,<dbpedia:Averasboro_Battlefield_and_Museum>
INEX_LD-2012372,<dbpedia:Conventional_warfare>
INEX_LD-2012372,<dbpedia:Palmito_Ranch_Battlefield>
INEX_LD-2012372,<dbpedia:Natural_Bridge_Battlefield_Historic_State_Park>
INEX_LD-2012372,<dbpedia:Battle_of_ancrum_moor>
INEX_LD-2012372,<dbpedia:New_Bern_Battlefield_Site>
INEX_LD-2012381,<dbpedia:Bill_Persky>
INEX_LD-2012385,<dbpedia:Vegetarian_week>
INEX_LD-2012385,<dbpedia:International_Vegetarian_Union>
INEX_LD-2012385,<dbpedia:Jewish_Vegetarians_of_North_America>
INEX_LD-2012385,<dbpedia:Vegetarian_Society>
INEX_LD-2012385,<dbpedia:Herbert_M._Shelton>
INEX_LD-2012385,<dbpedia:Vesanto_Melina>
INEX_LD-2012385,<dbpedia:Kesar_Da_Dhaba>
INEX_LD-2012385,<dbpedia:Demitarian>
INEX_LD-2012385,<dbpedia:Jean-Antoine_Gleizes>
INEX_LD-2012385,<dbpedia:Sustainable_diet>
